surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
78,The Tidings,النبإ,An-Naba,19,5691,وفتحت ٱلسماء فكانت أبوبا,"The sky will be ˹split˺ open, becoming ˹many˺ gates,",518,30,7,233,40,6236,Meccan,False,nan,4,"[وفتحت,ٱلسماء,فكانت,أبوبا]"
78,The Tidings,النبإ,An-Naba,20,5692,وسيرت ٱلجبال فكانت سرابا,"and the mountains will be blown away, becoming ˹like˺ a mirage.",518,30,7,233,40,6236,Meccan,False,nan,4,"[وسيرت,ٱلجبال,فكانت,سرابا]"
78,The Tidings,النبإ,An-Naba,21,5693,إن جهنم كانت مرصادا,"Indeed, Hell is lying in ambush",518,30,7,233,40,6236,Meccan,False,nan,4,"[إن,جهنم,كانت,مرصادا]"
78,The Tidings,النبإ,An-Naba,22,5694,للطغين مـابا,"as a home for the transgressors,",518,30,7,233,40,6236,Meccan,False,nan,2,"[للطغين,مـابا]"
78,The Tidings,النبإ,An-Naba,23,5695,لبثين فيها أحقابا,where they will remain for ˹endless˺ ages.,518,30,7,233,40,6236,Meccan,False,nan,3,"[لبثين,فيها,أحقابا]"
78,The Tidings,النبإ,An-Naba,24,5696,لا يذوقون فيها بردا ولا شرابا,"There they will not taste any coolness or drink,",518,30,7,233,40,6236,Meccan,False,nan,6,"[لا,يذوقون,فيها,بردا,ولا,شرابا]"
78,The Tidings,النبإ,An-Naba,25,5697,إلا حميما وغساقا,except boiling water and ˹oozing˺ pus—,518,30,7,233,40,6236,Meccan,False,nan,3,"[إلا,حميما,وغساقا]"
78,The Tidings,النبإ,An-Naba,26,5698,جزاء وفاقا,a fitting reward.,518,30,7,233,40,6236,Meccan,False,nan,2,"[جزاء,وفاقا]"
78,The Tidings,النبإ,An-Naba,27,5699,إنهم كانوا لا يرجون حسابا,"For they never expected any reckoning,",518,30,7,233,40,6236,Meccan,False,nan,5,"[إنهم,كانوا,لا,يرجون,حسابا]"
78,The Tidings,النبإ,An-Naba,28,5700,وكذبوا بـايتنا كذابا,and totally rejected Our signs.,518,30,7,233,40,6236,Meccan,False,nan,3,"[وكذبوا,بـايتنا,كذابا]"
78,The Tidings,النبإ,An-Naba,29,5701,وكل شىء أحصينه كتبا,And We have everything recorded precisely.,518,30,7,233,40,6236,Meccan,False,nan,4,"[وكل,شىء,أحصينه,كتبا]"
78,The Tidings,النبإ,An-Naba,30,5702,فذوقوا فلن نزيدكم إلا عذابا,"˹So the deniers will be told,˺ “Taste ˹the punishment˺, for all you will get from Us is more torment.”",518,30,7,233,40,6236,Meccan,False,nan,5,"[فذوقوا,فلن,نزيدكم,إلا,عذابا]"
78,The Tidings,النبإ,An-Naba,31,5703,إن للمتقين مفازا,"Indeed, the righteous will have salvation—",519,30,7,233,40,6236,Meccan,False,nan,3,"[إن,للمتقين,مفازا]"
78,The Tidings,النبإ,An-Naba,32,5704,حدائق وأعنبا,"Gardens, vineyards,",519,30,7,233,40,6236,Meccan,False,nan,2,"[حدائق,وأعنبا]"
78,The Tidings,النبإ,An-Naba,33,5705,وكواعب أترابا,"and full-bosomed maidens of equal age,",519,30,7,233,40,6236,Meccan,False,nan,2,"[وكواعب,أترابا]"
78,The Tidings,النبإ,An-Naba,34,5706,وكأسا دهاقا,"and full cups ˹of pure wine˺,",519,30,7,233,40,6236,Meccan,False,nan,2,"[وكأسا,دهاقا]"
78,The Tidings,النبإ,An-Naba,35,5707,لا يسمعون فيها لغوا ولا كذبا,never to hear any idle talk or lying therein—,519,30,7,233,40,6236,Meccan,False,nan,6,"[لا,يسمعون,فيها,لغوا,ولا,كذبا]"
78,The Tidings,النبإ,An-Naba,36,5708,جزاء من ربك عطاء حسابا,"a ˹fitting˺ reward as a generous gift from your Lord,",519,30,7,233,40,6236,Meccan,False,nan,5,"[جزاء,من,ربك,عطاء,حسابا]"
78,The Tidings,النبإ,An-Naba,37,5709,رب ٱلسموت وٱلأرض وما بينهما ٱلرحمن  لا يملكون منه خطابا,"the Lord of the heavens and the earth and everything in between, the Most Compassionate. No one will dare speak to Him",519,30,7,233,40,6236,Meccan,False,nan,11,"[رب,ٱلسموت,وٱلأرض,وما,بينهما,ٱلرحمن,,لا,يملكون,منه,خطابا]"
78,The Tidings,النبإ,An-Naba,38,5710,يوم يقوم ٱلروح وٱلملئكة صفا  لا يتكلمون إلا من أذن له ٱلرحمن وقال صوابا,"on the Day the ˹holy˺ spirit and the angels will stand in ranks. None will talk, except those granted permission by the Most Compassionate and whose words are true.",519,30,7,233,40,6236,Meccan,False,nan,15,"[يوم,يقوم,ٱلروح,وٱلملئكة,صفا,,لا,يتكلمون,إلا,من,أذن,له,ٱلرحمن,وقال,صوابا]"
78,The Tidings,النبإ,An-Naba,39,5711,ذلك ٱليوم ٱلحق  فمن شاء ٱتخذ إلى ربهۦ مـابا,That Day is the ˹ultimate˺ truth. So let whoever wills take the path leading back to their Lord.,519,30,7,233,40,6236,Meccan,False,nan,10,"[ذلك,ٱليوم,ٱلحق,,فمن,شاء,ٱتخذ,إلى,ربهۦ,مـابا]"
78,The Tidings,النبإ,An-Naba,40,5712,إنا أنذرنكم عذابا قريبا يوم ينظر ٱلمرء ما قدمت يداه ويقول ٱلكافر يليتنى كنت تربا,"Indeed, We have warned you of an imminent punishment—the Day every person will see ˹the consequences of˺ what their hands have done, and the disbelievers will cry, “I wish I were dust.”",519,30,7,233,40,6236,Meccan,False,nan,15,"[إنا,أنذرنكم,عذابا,قريبا,يوم,ينظر,ٱلمرء,ما,قدمت,يداه,ويقول,ٱلكافر,يليتنى,كنت,تربا]"
79,Those who drag forth,النازعات,An-Nazi'at,1,5713,وٱلنزعت غرقا,"By those ˹angels˺ stripping out ˹evil souls˺ harshly,",520,30,7,233,46,6236,Meccan,False,nan,2,"[وٱلنزعت,غرقا]"
79,Those who drag forth,النازعات,An-Nazi'at,2,5714,وٱلنشطت نشطا,"and those pulling out ˹good souls˺ gently,",520,30,7,233,46,6236,Meccan,False,nan,2,"[وٱلنشطت,نشطا]"
79,Those who drag forth,النازعات,An-Nazi'at,3,5715,وٱلسبحت سبحا,"and those gliding ˹through heavens˺ swiftly,",520,30,7,233,46,6236,Meccan,False,nan,2,"[وٱلسبحت,سبحا]"
79,Those who drag forth,النازعات,An-Nazi'at,4,5716,فٱلسبقت سبقا,"and those taking the lead vigorously,",520,30,7,233,46,6236,Meccan,False,nan,2,"[فٱلسبقت,سبقا]"
79,Those who drag forth,النازعات,An-Nazi'at,5,5717,فٱلمدبرت أمرا,and those conducting affairs ˹obediently˺!,520,30,7,233,46,6236,Meccan,False,nan,2,"[فٱلمدبرت,أمرا]"
79,Those who drag forth,النازعات,An-Nazi'at,6,5718,يوم ترجف ٱلراجفة,"˹Consider˺ the Day ˹when˺ the quaking Blast will come to pass,",520,30,7,233,46,6236,Meccan,False,nan,3,"[يوم,ترجف,ٱلراجفة]"
79,Those who drag forth,النازعات,An-Nazi'at,7,5719,تتبعها ٱلرادفة,followed by a second Blast.,520,30,7,233,46,6236,Meccan,False,nan,2,"[تتبعها,ٱلرادفة]"
79,Those who drag forth,النازعات,An-Nazi'at,8,5720,قلوب يومئذ واجفة,"˹The deniers’˺ hearts on that Day will be trembling ˹in horror˺,",520,30,7,233,46,6236,Meccan,False,nan,3,"[قلوب,يومئذ,واجفة]"
79,Those who drag forth,النازعات,An-Nazi'at,9,5721,أبصرها خشعة,with their eyes downcast.,520,30,7,233,46,6236,Meccan,False,nan,2,"[أبصرها,خشعة]"
79,Those who drag forth,النازعات,An-Nazi'at,10,5722,يقولون أءنا لمردودون فى ٱلحافرة,"˹But now˺ they ask ˹mockingly˺, “Will we really be restored to our former state,",520,30,7,233,46,6236,Meccan,False,nan,5,"[يقولون,أءنا,لمردودون,فى,ٱلحافرة]"
79,Those who drag forth,النازعات,An-Nazi'at,11,5723,أءذا كنا عظما نخرة,even after we have been reduced to decayed bones?”,520,30,7,233,46,6236,Meccan,False,nan,4,"[أءذا,كنا,عظما,نخرة]"
79,Those who drag forth,النازعات,An-Nazi'at,12,5724,قالوا تلك إذا كرة خاسرة,"Adding, “Then such a return would be a ˹total˺ loss ˹for us˺!”",520,30,7,233,46,6236,Meccan,False,nan,5,"[قالوا,تلك,إذا,كرة,خاسرة]"
79,Those who drag forth,النازعات,An-Nazi'at,13,5725,فإنما هى زجرة وحدة,"But indeed, it will take only one ˹mighty˺ Blast,",520,30,7,233,46,6236,Meccan,False,nan,4,"[فإنما,هى,زجرة,وحدة]"
79,Those who drag forth,النازعات,An-Nazi'at,14,5726,فإذا هم بٱلساهرة,and at once they will be above ground.,520,30,7,233,46,6236,Meccan,False,nan,3,"[فإذا,هم,بٱلساهرة]"
79,Those who drag forth,النازعات,An-Nazi'at,15,5727,هل أتىك حديث موسى,Has the story of Moses reached you ˹O Prophet˺?,520,30,7,233,46,6236,Meccan,False,nan,4,"[هل,أتىك,حديث,موسى]"
79,Those who drag forth,النازعات,An-Nazi'at,16,5728,إذ نادىه ربهۥ بٱلواد ٱلمقدس طوى,"His Lord called him in the sacred valley of Ṭuwa,",520,30,7,233,46,6236,Meccan,False,nan,6,"[إذ,نادىه,ربهۥ,بٱلواد,ٱلمقدس,طوى]"
79,Those who drag forth,النازعات,An-Nazi'at,17,5729,ٱذهب إلى فرعون إنهۥ طغى,"˹commanding,˺ “Go to Pharaoh, for he has truly transgressed ˹all bounds˺.",520,30,7,233,46,6236,Meccan,False,nan,5,"[ٱذهب,إلى,فرعون,إنهۥ,طغى]"
79,Those who drag forth,النازعات,An-Nazi'at,18,5730,فقل هل لك إلى أن تزكى,"And say, ‘Would you ˹be willing to˺ purify yourself,",520,30,7,233,46,6236,Meccan,False,nan,6,"[فقل,هل,لك,إلى,أن,تزكى]"
79,Those who drag forth,النازعات,An-Nazi'at,19,5731,وأهديك إلى ربك فتخشى,and let me guide you to your Lord so that you will be in awe ˹of Him˺?’”,520,30,7,233,46,6236,Meccan,False,nan,4,"[وأهديك,إلى,ربك,فتخشى]"
79,Those who drag forth,النازعات,An-Nazi'at,20,5732,فأرىه ٱلءاية ٱلكبرى,"Then Moses showed him the great sign,",520,30,7,233,46,6236,Meccan,False,nan,3,"[فأرىه,ٱلءاية,ٱلكبرى]"
79,Those who drag forth,النازعات,An-Nazi'at,21,5733,فكذب وعصى,"but he denied and disobeyed ˹Allah˺,",520,30,7,233,46,6236,Meccan,False,nan,2,"[فكذب,وعصى]"
79,Those who drag forth,النازعات,An-Nazi'at,22,5734,ثم أدبر يسعى,"then turned his back, striving ˹against the truth˺.",520,30,7,233,46,6236,Meccan,False,nan,3,"[ثم,أدبر,يسعى]"
79,Those who drag forth,النازعات,An-Nazi'at,23,5735,فحشر فنادى,"Then he summoned ˹his people˺ and called out,",520,30,7,233,46,6236,Meccan,False,nan,2,"[فحشر,فنادى]"
79,Those who drag forth,النازعات,An-Nazi'at,24,5736,فقال أنا ربكم ٱلأعلى,"saying, “I am your lord, the most high!”",520,30,7,233,46,6236,Meccan,False,nan,4,"[فقال,أنا,ربكم,ٱلأعلى]"
79,Those who drag forth,النازعات,An-Nazi'at,25,5737,فأخذه ٱلله نكال ٱلءاخرة وٱلأولى,"So Allah overtook him, making him an example in this life and the next.",520,30,7,233,46,6236,Meccan,False,nan,5,"[فأخذه,ٱلله,نكال,ٱلءاخرة,وٱلأولى]"
79,Those who drag forth,النازعات,An-Nazi'at,26,5738,إن فى ذلك لعبرة لمن يخشى,Surely in this is a lesson for whoever stands in awe of ˹Allah˺.,520,30,7,233,46,6236,Meccan,False,nan,6,"[إن,فى,ذلك,لعبرة,لمن,يخشى]"
79,Those who drag forth,النازعات,An-Nazi'at,27,5739,ءأنتم أشد خلقا أم ٱلسماء  بنىها,"Which is harder to create: you or the sky? He built it,",521,30,7,233,46,6236,Meccan,False,nan,7,"[ءأنتم,أشد,خلقا,أم,ٱلسماء,,بنىها]"
79,Those who drag forth,النازعات,An-Nazi'at,28,5740,رفع سمكها فسوىها,raising it high and forming it flawlessly.,521,30,7,233,46,6236,Meccan,False,nan,3,"[رفع,سمكها,فسوىها]"
79,Those who drag forth,النازعات,An-Nazi'at,29,5741,وأغطش ليلها وأخرج ضحىها,"He dimmed its night, and brought forth its daylight.",521,30,7,233,46,6236,Meccan,False,nan,4,"[وأغطش,ليلها,وأخرج,ضحىها]"
79,Those who drag forth,النازعات,An-Nazi'at,30,5742,وٱلأرض بعد ذلك دحىها,"As for the earth, He spread it out as well,",521,30,7,233,46,6236,Meccan,False,nan,4,"[وٱلأرض,بعد,ذلك,دحىها]"
79,Those who drag forth,النازعات,An-Nazi'at,31,5743,أخرج منها ماءها ومرعىها,bringing forth its water and pastures,521,30,7,233,46,6236,Meccan,False,nan,4,"[أخرج,منها,ماءها,ومرعىها]"
79,Those who drag forth,النازعات,An-Nazi'at,32,5744,وٱلجبال أرسىها,and setting the mountains firmly ˹upon it˺—,521,30,7,233,46,6236,Meccan,False,nan,2,"[وٱلجبال,أرسىها]"
79,Those who drag forth,النازعات,An-Nazi'at,33,5745,متعا لكم ولأنعمكم,all as ˹a means of˺ sustenance for you and your animals.,521,30,7,233,46,6236,Meccan,False,nan,3,"[متعا,لكم,ولأنعمكم]"
79,Those who drag forth,النازعات,An-Nazi'at,34,5746,فإذا جاءت ٱلطامة ٱلكبرى,"But, when the Supreme Disaster comes to pass—",521,30,7,233,46,6236,Meccan,False,nan,4,"[فإذا,جاءت,ٱلطامة,ٱلكبرى]"
79,Those who drag forth,النازعات,An-Nazi'at,35,5747,يوم يتذكر ٱلإنسن ما سعى,"the Day every person will remember all ˹their˺ striving,",521,30,7,233,46,6236,Meccan,False,nan,5,"[يوم,يتذكر,ٱلإنسن,ما,سعى]"
79,Those who drag forth,النازعات,An-Nazi'at,36,5748,وبرزت ٱلجحيم لمن يرى,and the Hellfire will be displayed for all to see—,521,30,7,233,46,6236,Meccan,False,nan,4,"[وبرزت,ٱلجحيم,لمن,يرى]"
79,Those who drag forth,النازعات,An-Nazi'at,37,5749,فأما من طغى,then as for those who transgressed,521,30,7,233,46,6236,Meccan,False,nan,3,"[فأما,من,طغى]"
79,Those who drag forth,النازعات,An-Nazi'at,38,5750,وءاثر ٱلحيوة ٱلدنيا,"and preferred the ˹fleeting˺ life of this world,",521,30,7,233,46,6236,Meccan,False,nan,3,"[وءاثر,ٱلحيوة,ٱلدنيا]"
79,Those who drag forth,النازعات,An-Nazi'at,39,5751,فإن ٱلجحيم هى ٱلمأوى,the Hellfire will certainly be ˹their˺ home.,521,30,7,233,46,6236,Meccan,False,nan,4,"[فإن,ٱلجحيم,هى,ٱلمأوى]"
79,Those who drag forth,النازعات,An-Nazi'at,40,5752,وأما من خاف مقام ربهۦ ونهى ٱلنفس عن ٱلهوى,"And as for those who were in awe of standing before their Lord and restrained themselves from ˹evil˺ desires,",521,30,7,233,46,6236,Meccan,False,nan,9,"[وأما,من,خاف,مقام,ربهۦ,ونهى,ٱلنفس,عن,ٱلهوى]"
79,Those who drag forth,النازعات,An-Nazi'at,41,5753,فإن ٱلجنة هى ٱلمأوى,Paradise will certainly be ˹their˺ home.,521,30,7,233,46,6236,Meccan,False,nan,4,"[فإن,ٱلجنة,هى,ٱلمأوى]"
79,Those who drag forth,النازعات,An-Nazi'at,42,5754,يسـلونك عن ٱلساعة أيان مرسىها,"They ask you ˹O Prophet˺ regarding the Hour, “When will it be?”",521,30,7,233,46,6236,Meccan,False,nan,5,"[يسـلونك,عن,ٱلساعة,أيان,مرسىها]"
79,Those who drag forth,النازعات,An-Nazi'at,43,5755,فيم أنت من ذكرىها,But it is not for you to tell its time.,521,30,7,233,46,6236,Meccan,False,nan,4,"[فيم,أنت,من,ذكرىها]"
79,Those who drag forth,النازعات,An-Nazi'at,44,5756,إلى ربك منتهىها,That knowledge rests with your Lord ˹alone˺.,521,30,7,233,46,6236,Meccan,False,nan,3,"[إلى,ربك,منتهىها]"
79,Those who drag forth,النازعات,An-Nazi'at,45,5757,إنما أنت منذر من يخشىها,Your duty is only to warn whoever is in awe of it.,521,30,7,233,46,6236,Meccan,False,nan,5,"[إنما,أنت,منذر,من,يخشىها]"
79,Those who drag forth,النازعات,An-Nazi'at,46,5758,كأنهم يوم يرونها لم يلبثوا إلا عشية أو ضحىها,"On the Day they see it, it will be as if they had stayed ˹in the world˺ no more than one evening or its morning.",521,30,7,233,46,6236,Meccan,False,nan,9,"[كأنهم,يوم,يرونها,لم,يلبثوا,إلا,عشية,أو,ضحىها]"
80,He Frowned,عبس,Abasa,1,5759,عبس وتولى,"He frowned and turned ˹his attention˺ away,",522,30,7,234,42,6236,Meccan,False,nan,2,"[عبس,وتولى]"
80,He Frowned,عبس,Abasa,2,5760,أن جاءه ٱلأعمى,˹simply˺ because the blind man came to him ˹interrupting˺.,522,30,7,234,42,6236,Meccan,False,nan,3,"[أن,جاءه,ٱلأعمى]"
80,He Frowned,عبس,Abasa,3,5761,وما يدريك لعلهۥ يزكى,"You never know ˹O Prophet˺, perhaps he may be purified,",522,30,7,234,42,6236,Meccan,False,nan,4,"[وما,يدريك,لعلهۥ,يزكى]"
80,He Frowned,عبس,Abasa,4,5762,أو يذكر فتنفعه ٱلذكرى,"or he may be mindful, benefitting from the reminder.",522,30,7,234,42,6236,Meccan,False,nan,4,"[أو,يذكر,فتنفعه,ٱلذكرى]"
80,He Frowned,عبس,Abasa,5,5763,أما من ٱستغنى,"As for the one who was indifferent,",522,30,7,234,42,6236,Meccan,False,nan,3,"[أما,من,ٱستغنى]"
80,He Frowned,عبس,Abasa,6,5764,فأنت لهۥ تصدى,"you gave him your ˹undivided˺ attention,",522,30,7,234,42,6236,Meccan,False,nan,3,"[فأنت,لهۥ,تصدى]"
80,He Frowned,عبس,Abasa,7,5765,وما عليك ألا يزكى,even though you are not to blame if he would not be purified.,522,30,7,234,42,6236,Meccan,False,nan,4,"[وما,عليك,ألا,يزكى]"
80,He Frowned,عبس,Abasa,8,5766,وأما من جاءك يسعى,"But as for the one who came to you, eager ˹to learn˺,",522,30,7,234,42,6236,Meccan,False,nan,4,"[وأما,من,جاءك,يسعى]"
80,He Frowned,عبس,Abasa,9,5767,وهو يخشى,"being in awe ˹of Allah˺,",522,30,7,234,42,6236,Meccan,False,nan,2,"[وهو,يخشى]"
80,He Frowned,عبس,Abasa,10,5768,فأنت عنه تلهى,you were inattentive to him.,522,30,7,234,42,6236,Meccan,False,nan,3,"[فأنت,عنه,تلهى]"
80,He Frowned,عبس,Abasa,11,5769,كلا إنها تذكرة,But no! This ˹revelation˺ is truly a reminder.,522,30,7,234,42,6236,Meccan,False,nan,3,"[كلا,إنها,تذكرة]"
80,He Frowned,عبس,Abasa,12,5770,فمن شاء ذكرهۥ,So let whoever wills be mindful of it.,522,30,7,234,42,6236,Meccan,False,nan,3,"[فمن,شاء,ذكرهۥ]"
80,He Frowned,عبس,Abasa,13,5771,فى صحف مكرمة,It is ˹written˺ on pages held in honour—,522,30,7,234,42,6236,Meccan,False,nan,3,"[فى,صحف,مكرمة]"
80,He Frowned,عبس,Abasa,14,5772,مرفوعة مطهرة,"highly esteemed, purified—",522,30,7,234,42,6236,Meccan,False,nan,2,"[مرفوعة,مطهرة]"
80,He Frowned,عبس,Abasa,15,5773,بأيدى سفرة,"by the hands of angel-scribes,",522,30,7,234,42,6236,Meccan,False,nan,2,"[بأيدى,سفرة]"
80,He Frowned,عبس,Abasa,16,5774,كرام بررة,honourable and virtuous.,522,30,7,234,42,6236,Meccan,False,nan,2,"[كرام,بررة]"
80,He Frowned,عبس,Abasa,17,5775,قتل ٱلإنسن ما أكفرهۥ,Condemned are ˹disbelieving˺ humans! How ungrateful they are ˹to Allah˺!,522,30,7,234,42,6236,Meccan,False,nan,4,"[قتل,ٱلإنسن,ما,أكفرهۥ]"
80,He Frowned,عبس,Abasa,18,5776,من أى شىء خلقهۥ,From what substance did He create them?,522,30,7,234,42,6236,Meccan,False,nan,4,"[من,أى,شىء,خلقهۥ]"
80,He Frowned,عبس,Abasa,19,5777,من نطفة خلقهۥ فقدرهۥ,"He created them from a sperm-drop, and ordained their development.",522,30,7,234,42,6236,Meccan,False,nan,4,"[من,نطفة,خلقهۥ,فقدرهۥ]"
80,He Frowned,عبس,Abasa,20,5778,ثم ٱلسبيل يسرهۥ,"Then He makes the way easy for them,",522,30,7,234,42,6236,Meccan,False,nan,3,"[ثم,ٱلسبيل,يسرهۥ]"
80,He Frowned,عبس,Abasa,21,5779,ثم أماتهۥ فأقبرهۥ,then causes them to die and be buried.,522,30,7,234,42,6236,Meccan,False,nan,3,"[ثم,أماتهۥ,فأقبرهۥ]"
80,He Frowned,عبس,Abasa,22,5780,ثم إذا شاء أنشرهۥ,"Then when He wills, He will resurrect them.",522,30,7,234,42,6236,Meccan,False,nan,4,"[ثم,إذا,شاء,أنشرهۥ]"
80,He Frowned,عبس,Abasa,23,5781,كلا لما يقض ما أمرهۥ,But no! They have failed to comply with what He ordered.,522,30,7,234,42,6236,Meccan,False,nan,5,"[كلا,لما,يقض,ما,أمرهۥ]"
80,He Frowned,عبس,Abasa,24,5782,فلينظر ٱلإنسن إلى طعامهۦ,Let people then consider their food:,522,30,7,234,42,6236,Meccan,False,nan,4,"[فلينظر,ٱلإنسن,إلى,طعامهۦ]"
80,He Frowned,عبس,Abasa,25,5783,أنا صببنا ٱلماء صبا,how We pour down rain in abundance,522,30,7,234,42,6236,Meccan,False,nan,4,"[أنا,صببنا,ٱلماء,صبا]"
80,He Frowned,عبس,Abasa,26,5784,ثم شققنا ٱلأرض شقا,"and meticulously split the earth open ˹for sprouts˺,",522,30,7,234,42,6236,Meccan,False,nan,4,"[ثم,شققنا,ٱلأرض,شقا]"
80,He Frowned,عبس,Abasa,27,5785,فأنبتنا فيها حبا,"causing grain to grow in it,",522,30,7,234,42,6236,Meccan,False,nan,3,"[فأنبتنا,فيها,حبا]"
80,He Frowned,عبس,Abasa,28,5786,وعنبا وقضبا,"as well as grapes and greens,",522,30,7,234,42,6236,Meccan,False,nan,2,"[وعنبا,وقضبا]"
80,He Frowned,عبس,Abasa,29,5787,وزيتونا ونخلا,"and olives and palm trees,",522,30,7,234,42,6236,Meccan,False,nan,2,"[وزيتونا,ونخلا]"
80,He Frowned,عبس,Abasa,30,5788,وحدائق غلبا,"and dense orchards,",522,30,7,234,42,6236,Meccan,False,nan,2,"[وحدائق,غلبا]"
80,He Frowned,عبس,Abasa,31,5789,وفكهة وأبا,and fruit and fodder—,522,30,7,234,42,6236,Meccan,False,nan,2,"[وفكهة,وأبا]"
80,He Frowned,عبس,Abasa,32,5790,متعا لكم ولأنعمكم,all as ˹a means of˺ sustenance for you and your animals.,522,30,7,234,42,6236,Meccan,False,nan,3,"[متعا,لكم,ولأنعمكم]"
80,He Frowned,عبس,Abasa,33,5791,فإذا جاءت ٱلصاخة,"Then, when the Deafening Blast comes to pass—",522,30,7,234,42,6236,Meccan,False,nan,3,"[فإذا,جاءت,ٱلصاخة]"
80,He Frowned,عبس,Abasa,34,5792,يوم يفر ٱلمرء من أخيه,"on that Day every person will flee from their own siblings,",522,30,7,234,42,6236,Meccan,False,nan,5,"[يوم,يفر,ٱلمرء,من,أخيه]"
80,He Frowned,عبس,Abasa,35,5793,وأمهۦ وأبيه,"and ˹even˺ their mother and father,",522,30,7,234,42,6236,Meccan,False,nan,2,"[وأمهۦ,وأبيه]"
80,He Frowned,عبس,Abasa,36,5794,وصحبتهۦ وبنيه,and ˹even˺ their spouse and children.,522,30,7,234,42,6236,Meccan,False,nan,2,"[وصحبتهۦ,وبنيه]"
80,He Frowned,عبس,Abasa,37,5795,لكل ٱمرئ منهم يومئذ شأن يغنيه,For then everyone will have enough concern of their own.,522,30,7,234,42,6236,Meccan,False,nan,6,"[لكل,ٱمرئ,منهم,يومئذ,شأن,يغنيه]"
80,He Frowned,عبس,Abasa,38,5796,وجوه يومئذ مسفرة,"On that Day ˹some˺ faces will be bright,",522,30,7,234,42,6236,Meccan,False,nan,3,"[وجوه,يومئذ,مسفرة]"
80,He Frowned,عبس,Abasa,39,5797,ضاحكة مستبشرة,"laughing and rejoicing,",522,30,7,234,42,6236,Meccan,False,nan,2,"[ضاحكة,مستبشرة]"
80,He Frowned,عبس,Abasa,40,5798,ووجوه يومئذ عليها غبرة,"while ˹other˺ faces will be dusty,",522,30,7,234,42,6236,Meccan,False,nan,4,"[ووجوه,يومئذ,عليها,غبرة]"
80,He Frowned,عبس,Abasa,41,5799,ترهقها قترة,cast in gloom—,522,30,7,234,42,6236,Meccan,False,nan,2,"[ترهقها,قترة]"
80,He Frowned,عبس,Abasa,42,5800,أولئك هم ٱلكفرة ٱلفجرة,"those are the disbelievers, the ˹wicked˺ sinners.",522,30,7,234,42,6236,Meccan,False,nan,4,"[أولئك,هم,ٱلكفرة,ٱلفجرة]"
81,The Overthrowing,التكوير,At-Takwir,1,5801,إذا ٱلشمس كورت,"When the sun is put out,",523,30,7,234,29,6236,Meccan,False,nan,3,"[إذا,ٱلشمس,كورت]"
81,The Overthrowing,التكوير,At-Takwir,2,5802,وإذا ٱلنجوم ٱنكدرت,"and when the stars fall down,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلنجوم,ٱنكدرت]"
81,The Overthrowing,التكوير,At-Takwir,3,5803,وإذا ٱلجبال سيرت,"and when the mountains are blown away,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلجبال,سيرت]"
81,The Overthrowing,التكوير,At-Takwir,4,5804,وإذا ٱلعشار عطلت,"and when pregnant camels are left untended,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلعشار,عطلت]"
81,The Overthrowing,التكوير,At-Takwir,5,5805,وإذا ٱلوحوش حشرت,"and when wild beasts are gathered together,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلوحوش,حشرت]"
81,The Overthrowing,التكوير,At-Takwir,6,5806,وإذا ٱلبحار سجرت,"and when the seas are set on fire,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلبحار,سجرت]"
81,The Overthrowing,التكوير,At-Takwir,7,5807,وإذا ٱلنفوس زوجت,"and when the souls ˹and their bodies˺ are paired ˹once more˺,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلنفوس,زوجت]"
81,The Overthrowing,التكوير,At-Takwir,8,5808,وإذا ٱلموءۥدة سئلت,"and when baby girls, buried alive, are asked",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلموءۥدة,سئلت]"
81,The Overthrowing,التكوير,At-Takwir,9,5809,بأى ذنب قتلت,"for what crime they were put to death,",523,30,7,234,29,6236,Meccan,False,nan,3,"[بأى,ذنب,قتلت]"
81,The Overthrowing,التكوير,At-Takwir,10,5810,وإذا ٱلصحف نشرت,"and when the records ˹of deeds˺ are laid open,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلصحف,نشرت]"
81,The Overthrowing,التكوير,At-Takwir,11,5811,وإذا ٱلسماء كشطت,"and when the sky is stripped away,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلسماء,كشطت]"
81,The Overthrowing,التكوير,At-Takwir,12,5812,وإذا ٱلجحيم سعرت,"and when the Hellfire is fiercely flared up,",523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلجحيم,سعرت]"
81,The Overthrowing,التكوير,At-Takwir,13,5813,وإذا ٱلجنة أزلفت,and when Paradise is brought near—,523,30,7,234,29,6236,Meccan,False,nan,3,"[وإذا,ٱلجنة,أزلفت]"
